avg_frobenius,std_frobenius,avg_edges_mse,std_edges_mse,avg_nodes_mse,std_nodes_mse,avg_joint_mse,std_joint_mse
0.9922929406166077,0.27164000272750854,0.000915485608857125,0.0007015239098109305,0.0012624685186892748,0.0007984995027072728,0.0021779541857540607,0.0013046007370576262
