avg_frobenius,std_frobenius,avg_edges_mse,std_edges_mse,avg_nodes_mse,std_nodes_mse,avg_joint_mse,std_joint_mse
1.067498803138733,0.4447891116142273,0.0011566054308786988,0.0013878799509257078,0.0014451912138611078,0.0015668055275455117,0.0026017967611551285,0.002419442171230912
